features,emotion
"[5.939568517574991, 1.755459554212008, -0.680532769591137, 5.656332107914666, 1.9914039683747535, 1.7843522147687514, -0.530775174059948, 6.481882973193981, 0.421038825580625, 3.1168989614113, 4.825240645080881, 3.843433866006194, 2.880691376015617, 0.22983341417125838, 0.31902751642327165, 0.4187800338042522, 0.32128259300130035, 0.4203359459998768, 0.4681743408815142, 0.4962502885800102, 0.2773820642187317, 0.6196646054978955, 0.4767479344554131, 0.3998285846330936, 0.5089536583076641, 2273.0815543999947, 28.063994947156516, 2092.421207252594, -28.382374490499615, 1478.530306529605, 94.61576967700563, 0.09804189422786204]",fearful
"[1.6909328580033802, -1.0990290323766505, 3.7470673668235372, 5.91086896783065, 1.817963088533136, 3.88011985804629, -0.13628862684010112, 3.9144261273850276, 2.213235404510686, 1.4751640987941712, 1.479272717567739, 2.21277683593398, 3.764866631385071, 0.26878367988044827, 0.36028846684321475, 0.3958528222000853, 0.2900960775468141, 0.5796665201675018, 0.3146504519938659, 0.333056308636651, 0.30216920501775024, 0.5798480087138118, 0.4552905228599482, 0.3063407993756358, 0.5106231558859969, 1840.1397388577757, 112.86267105557508, 2056.6568373742643, 93.79380097822701, 1507.5532198109204, 58.196510800176384, 0.19083778147875524]",fearful
"[0.46141778951379164, 6.072313545709891, 2.7773623024043985, 3.598171468042212, 4.666315533258869, 1.7395014099911275, 4.728496769397273, -2.4150877107623545, 1.5600209335561217, 1.1518743853178692, 0.49298797525647675, 2.5700903238420976, 3.77149993636339, 0.4702659998499306, 0.4240876757200408, 0.3334306535106453, 0.4369016437825167, 0.4124285694850851, 0.49360561679360165, 0.4776936702931517, 0.4030476413920629, 0.3102746993838743, 0.3347049844167919, 0.3450210640361967, 0.36847336660837443, 1853.6100855179507, 135.7587195064029, 2144.6643920953866, 151.20935909253544, 1468.6612610000006, 59.3637874747064, 0.0537303871178522]",fearful
"[-0.5108757946214197, 1.6097012838462552, 3.946290906535574, 1.594177123920865, 2.5243859251481204, 3.9328625748246338, 4.041378992845337, 0.840934295667922, 4.994118712907283, 5.254700178710971, 0.7403002855628804, 1.3523262607176918, 5.382181366292383, 0.38531464787446995, 0.17802220525481494, 0.2600318495267314, 0.3750630374827519, 0.2836957349715398, 0.3586576229363559, 0.4032396213683579, 0.5462254604034729, 0.3709546083772211, 0.507254179957276, 0.5428760162036771, 0.5434309669352076, 1856.9509186771136, 1.8355426080512842, 2298.2474596211596, 228.6299915860156, 1423.7865789129166, 149.78335480300996, 0.1429916780733729]",fearful
"[4.136546754305568, 5.172761422411676, 3.666739702521756, -1.985620998790707, 2.0017220970592686, 5.394336054495707, 1.384817319803408, 2.553054989526122, 0.9103273721938576, 6.567845190403538, 6.362984914836031, 1.2322622097185414, 3.294596000778168, 0.33195059522359527, 0.46149446390313786, 0.4509683077242329, 0.48117055716132656, 0.43319184477078876, 0.6935406206388468, 0.29720762349892615, 0.2289396645563486, 0.3606909799298539, 0.24320117344397327, 0.2507537729994007, 0.29986853458020335, 1615.5622189136745, 52.269094902496995, 2315.4656851336235, 112.0358204185998, 1404.097085025504, 115.7693109800374, 0.06168387376092869]",fearful
"[2.4709082025905555, 3.731519972185831, -0.8831356012404425, -1.7698110179011648, 3.6922346575954457, 3.984028561133797, 7.1284402697048215, 3.31618975173362, 4.63947943451619, 2.609054712828052, 3.594454443170173, 6.334513683499068, -1.2479856362512711, 0.4413616257571681, 0.6135586730077367, 0.4282034219209343, 0.5650572963232848, 0.3370787850470558, 0.3967952505836287, 0.4033524702388588, 0.17824089206412294, 0.28318221721498, 0.2903124920616014, 0.48220660780325275, 0.4872153105684055, 1864.8072885413067, 141.20514484278527, 2110.755176183468, 240.14487521546573, 1441.7576885264143, 82.31456189707026, 0.08672036833687943]",fearful
"[4.3689009552728555, 2.1576023667741735, 4.952862754396136, 0.7357017185679866, 0.8021674905436122, 4.374853510253009, 2.8229115708339747, 2.092217167693743, 4.780115464950919, 1.785477171827831, 2.59959749139926, 5.798455900142319, 6.078284691621301, 0.5572398210270327, 0.3717874223066089, 0.523070290498447, 0.3051047172231322, 0.30930971252779393, 0.1649544147375639, 0.567286820189853, 0.31360201509239216, 0.387346742025294, 0.3089675658071716, 0.4695165248330141, 0.36243663392826597, 1539.0366219134103, 122.08312820930303, 1729.8809925569315, 87.19457060133816, 1018.6221770747838, 23.04167551209573, 0.10892645848602389]",fearful
"[-0.9290720762058493, 0.03770855075656865, 2.995262167734384, 1.9127862078138949, 6.984073271918618, 6.6677930920487505, 1.2641550744976928, 4.1142752368069635, 4.498565113758903, 1.8050422839511933, 0.008916927003592257, 2.975403101383885, 2.654308650371778, 0.3564235503029381, 0.44423168681644853, 0.3249270392994401, 0.2848002452420857, 0.4109082970349832, 0.4385970092568876, 0.2823355056099947, 0.49280906109910816, 0.2229518862223922, 0.3421886541284357, 0.3741991463802391, 0.33637762873480703, 1686.9879052897616, 193.5537241154057, 1904.7347732883304, 333.0916291853936, 1527.4253559462104, 83.68220549247968, 0.1238120176693833]",fearful
"[8.059855498503904, 1.012813992137104, 0.7591641621272216, 1.490267606856158, 3.064286293929122, -0.45154224962514666, 3.044678478637216, 6.387094266827344, 3.302814781249555, 2.414629082049446, 1.7636791026327452, 4.797023409103129, 1.3483344535239048, 0.5846395920599248, 0.5933359747714357, 0.4256750798661788, 0.3988484911923355, 0.503065980824156, 0.5094798502227326, 0.31940082689405846, 0.34734448668632983, 0.2677652565316705, 0.44090649383340574, 0.4666627883456891, 0.2650074362138727, 1708.9602190367682, 32.63730412093254, 1890.3600569268488, 191.32627951697248, 1293.303586664344, 67.96696175870805, 0.018634413602634223]",fearful
"[3.3739804194493286, 2.9114533603107025, 1.5420814999336756, 2.6219714046350515, 3.3605897610068887, 1.3702637021813118, 0.04747491199644127, 6.611148865373631, 1.7334545905794547, 2.806479793626221, 5.0216794700406275, 10.058110375140968, 0.5110271002222686, 0.44498272137265105, 0.3292447714705894, 0.34612096954232896, 0.32797879789932105, 0.2874345032199415, 0.39587086382153386, 0.25254973129517644, 0.49468075665118705, 0.4055002936033375, 0.442243497290144, 0.35338113880537775, 0.3632796065788252, 1857.5127810334657, 41.797468379708725, 2052.602869675999, 85.52898645911594, 1261.8862378817971, -4.393529625025664, 0.16696632947399997]",fearful
"[1.6269224936924622, 5.3267521103271, 5.1375846427885845, 0.4280005869670127, 0.8231775286543086, 8.121005918711369, 6.501851883854287, 2.9369629733437916, 3.514746212834699, 1.7383071941056225, 3.86470542840068, 1.565636198555057, -1.0647075285967693, 0.2678444213488949, 0.40210927478505876, 0.2868932764497413, 0.3932722535086466, 0.2925338960567137, 0.32176460774980065, 0.4853165306413192, 0.4247480547640105, 0.3990335578686653, 0.48789639730706513, 0.4480608593347348, 0.5446563291251367, 1708.028147536972, 78.51825107362457, 1769.6672200825965, 117.82644619706852, 1632.953978860489, 131.99949489048535, 0.1480152584043334]",fearful
"[-0.5883837330988726, 5.166290425321469, -0.6770372465441414, 4.796234648244695, 2.26443094685789, 4.405066627867711, 0.3351033042108682, 5.342335265412293, 0.07005050779022204, 1.6630901782936447, 1.0038107444619295, -0.508569705644998, 3.189055135176937, 0.5806089117836961, 0.666690522232001, 0.4097155787086248, 0.5116681275067523, 0.42320946379285374, 0.4498883194768213, 0.36578513488727615, 0.4195076925422602, 0.4537478704606429, 0.34215402711236687, 0.39225057001070124, 0.3941569881002512, 1965.280663466105, 46.69839141861597, 2144.5373374177047, 293.4004101789523, 1672.8120305171874, 133.9671619555482, 0.10122159200890171]",fearful
"[3.6419951273720463, 5.00447233340585, 6.120511059061862, -0.9032058257657734, 0.36911738590030874, 5.618888202805296, 2.446221288462393, 1.6565584214838454, 0.4916780260087923, 1.8899665969117811, 0.19526143315235034, 7.182188545464954, 2.955127896038853, 0.3942049458237283, 0.4588076675167832, 0.496234516926657, 0.494588815655464, 0.5073621943907571, 0.3369154449209144, 0.3702133195043139, 0.47690316554422757, 0.34726109383603804, 0.3994893367972775, 0.43987637644248145, 0.47851850823103764, 1444.4638075259597, 135.73728249444724, 2089.882782644482, 203.05932831482858, 1595.3863384709657, 144.31660244476632, 0.16767268238106015]",fearful
"[5.693143325220593, 5.887340638332477, 3.582757969631892, 3.0643701740736793, 4.745634166356669, 4.464161902866045, 2.3818675265234797, 3.809646817616536, 2.9298070664308113, 1.292134183079888, 5.5809214827527, 3.1103984850601782, 7.097416515397701, 0.23745077298001674, 0.34432212271566337, 0.40326388366908716, 0.5137381097628915, 0.43994693726021855, 0.4310472754180752, 0.2872736207445853, 0.2843058602770529, 0.4322504660289905, 0.26358940061816416, 0.3468122249710672, 0.4500917329085858, 1603.5351455446448, 180.26779811809033, 2527.1809032713672, 32.143500124627465, 1253.5257513636025, -11.431089779798, 0.06087043187259334]",fearful
"[4.532776953144799, 2.1722101154502864, 3.921594487231935, -0.044668636563488295, 4.595950509163811, 1.8897815441433004, 3.0243393645658103, 2.8142509972138945, 0.45690295821543225, 0.6938313365204354, 4.935588938006852, 3.797984315003391, 5.100098083106854, 0.43246582355025187, 0.41429906348092166, 0.22739893813332335, 0.37296333032388307, 0.39726156795962564, 0.5953107198272575, 0.4686956632098678, 0.5536061181709528, 0.45975377058947287, 0.32886967730505207, 0.41171242161498517, 0.42362236462642333, 1612.1688860458637, 80.78063117035394, 2098.2699018968483, 270.42148744238386, 1023.8518949218044, 128.23273682864172, 0.05316023825203087]",fearful
"[0.2558416254607718, 5.359884260076928, 4.463796138468762, 5.509037404762379, 4.6014038950911536, 7.119690003474804, 4.117447673888971, 2.687045247753683, 3.685852754642685, 5.486938256691927, 1.441249349479766, 1.6962228349372384, 2.382079970804185, 0.1895417201234668, 0.4138078408417547, 0.2113871296048974, 0.4053059312932619, 0.48652897561352504, 0.35231235393561644, 0.5677115870186871, 0.25394991005815126, 0.5191260681631833, 0.4675137056406921, 0.2283966751689311, 0.6710794299040532, 1787.2509428992068, 56.12579889221841, 1737.873841564795, 133.49864792552444, 1414.518625522008, 84.10582114158657, 0.085110192188802]",fearful
"[4.266450620230187, 2.2247403346735073, -0.869928234480942, 2.7012770087007176, -1.7349553067465564, 3.707541261782779, 1.0413995394347293, 3.326720709831601, 5.628149963049209, 1.1025026094639998, 5.122512517024235, 2.1332208666276937, 6.50638960413117, 0.36348473868017867, 0.3159507014493309, 0.46872384503952885, 0.35642102703763645, 0.3158550485870992, 0.3522160149296209, 0.3955393467816999, 0.5342180131244855, 0.2065912254540423, 0.4023080658950421, 0.46249035946540434, 0.41934485749917966, 2061.9730338867066, 96.28273351207379, 2104.6345673442165, 194.42471602600074, 1459.8627629902699, 64.38365046878116, 0.125807201979319]",fearful
"[1.6949434135667096, 1.7776456959613458, 1.9440119564687728, 5.706138320332815, -3.442032711971427, 3.791197669525885, 3.0685436284004446, -0.36174091847624057, 3.6194535582720047, 3.951503983663064, 4.1792784627148, -2.303656126089898, 5.732778823708877, 0.3262263295315159, 0.46865677467531763, 0.4741073780682286, 0.31233029143807073, 0.46604599523515505, 0.36145067590876423, 0.19286228206618428, 0.5167741925527779, 0.32249550369837604, 0.3145506537261946, 0.3596934131963278, 0.42722367253273885, 1788.5459178355795, 127.40334623535853, 1758.1531900414025, 94.3210222176949, 1416.8005855356932, 155.91549170634823, 0.0943093730793121]",fearful
"[5.170444527323263, 3.0771103375686355, 2.032682725124863, 2.5065511517711188, 2.663160575942238, 4.207291477921477, 5.749222535153109, 3.7193616953726423, 5.374155357483511, 1.0704205247406289, 2.170738982371939, 1.5513949315846665, 3.628889181749705, 0.36410416148205865, 0.47297729370341957, 0.3068998288367559, 0.40430309733212816, 0.46868579110122566, 0.19346972249593897, 0.6121631307330204, 0.37168481151201244, 0.1974960086323827, 0.4158093898576786, 0.4033443467973151, 0.3918105620427507, 1998.2382225853332, 137.3722485713528, 2249.3628573071537, 183.76167254599858, 1419.1283101123827, 151.01963396960193, 0.02604019908211168]",fearful
"[3.2793033484317933, 3.13004926237756, 4.626560812129186, 1.3122922451502015, -0.4873452047930722, 3.3136460321963863, 3.5624609844372084, 5.9791988188952985, 0.4592759073498276, 5.309387533433441, 7.734828728054243, 2.244470224955046, 0.41811556101355185, 0.3593025633626629, 0.40140049673713807, 0.4563787875006915, 0.3408605270161953, 0.5555198534147342, 0.28854676849919386, 0.22607948478272, 0.5106710424287317, 0.17253789687938004, 0.3795870231127284, 0.7117681129208048, 0.39879564470400686, 1575.84646986075, 97.13012681066031, 2144.75976341414, 162.04874552648374, 1572.452596431924, 38.43555326529043, 0.1843774027618397]",fearful
"[3.490228568745236, 4.453588092803607, 1.743701200488715, 5.572764273991067, 2.485895182373871, 3.5551050269870634, 1.1337878456257815, 1.0061367471957463, 4.376410612905765, 2.112786339585228, 1.2923538249912458, 1.7136333159459392, 4.3979061434348425, 0.33709621387963895, 0.3882345068397836, 0.40150277502870974, 0.2082651113989701, 0.2528873594626482, 0.4336277889247563, 0.3262970638847303, 0.5056724911280419, 0.49668071042505446, 0.4719168666355438, 0.5819771787312598, 0.3916910672256817, 1929.7763851807679, 70.77995117019844, 2895.7109738606173, 298.77252393270146, 1442.3760869035584, 95.46344919620769, 0.16796487996824028]",fearful
"[2.7057209903717863, 1.6867518584005905, 4.747979502013765, 3.15687849216734, 3.365988899290521, 1.331457313864069, -0.43534429672679265, 3.472284819758202, 4.8099240829884, 2.5483865018479164, 5.872859039117733, 1.592167349168911, 0.8905910900681602, 0.3932769692803869, 0.39174074246487095, 0.4769968731335223, 0.3225037175936015, 0.5368094236814899, 0.5966916962508254, 0.39608559730316584, 0.5249710420184319, 0.294350292937474, 0.5075221541181916, 0.5047276408559462, 0.4863437280189879, 1796.887382225941, -47.712447062101546, 1967.4818569043612, 103.05629867365485, 1244.3490123879046, 84.88972018188265, 0.07905182772393828]",fearful
"[1.3507759804699562, 0.8823997035043605, 1.5689740290295426, 5.242998423699857, 1.6779498907450117, 1.9701225871334551, 2.0866047699535075, 3.6779870276188396, 3.9124989770570657, -3.089313078486324, 5.043270427655216, 5.872736068487508, 0.8996269252766611, 0.3027701755265165, 0.35497466122217286, 0.32439959805433954, 0.4223926873946607, 0.20534747136411358, 0.28820723919632607, 0.5539197200174908, 0.30717800326519823, 0.5243428278102925, 0.4355338195590137, 0.2190732285411742, 0.4635329195216207, 1776.4665395614293, 77.22664718751298, 2233.487127951601, 185.5975114175094, 1581.518364394924, 127.13011390192008, 0.12040679563891782]",fearful
"[0.24873182242727632, 2.052709084697618, 8.886096670537242, 4.448982120763455, 7.738574601622994, 5.79086816439837, 3.483604143111497, 3.602814139562235, 2.9268399202463082, -0.47560923169299896, 3.0360945049364485, 5.421349105084394, 1.8007200103575927, 0.441195299906181, 0.48515910458931977, 0.30903195606875244, 0.35486971356563357, 0.2982088509522841, 0.31778343933105935, 0.27123947163469386, 0.30995515386219735, 0.541945568079784, 0.3084522970909708, 0.412645921906069, 0.34971312463290444, 2035.773187407388, 165.55811483018084, 2419.2209946416842, 172.96009148270664, 1393.7880926318203, 32.32501183235001, 0.19717644405610987]",fearful
"[1.4806539644948933, 4.327292694065683, 5.1191311452467945, 1.8894390061893411, 5.076025054631924, 4.528426406677711, 6.455927670763531, 2.0613070671465774, 0.4282719654405702, 1.9890204891109777, 3.4177070850686633, 3.116425454170113, 2.213124207450899, 0.2090802541022757, 0.4470482996129107, 0.59723444790822, 0.4464251238123004, 0.4609135519053514, 0.4572445306155102, 0.43970466698824, 0.4931665966868095, 0.4395373681185666, 0.3687322830346724, 0.3204011089991246, 0.3751026344719325, 1862.8258992901333, 84.19585194385134, 2254.301604939429, 182.93626002753132, 1606.6358862540364, 131.31179875355923, 0.10390037092394289]",fearful
"[0.38444686970467856, 2.30979180636162, 3.0881251348131986, -0.6715375123541802, 5.777329040204965, 3.2847558250209326, 3.76270566916057, 5.7310529250525315, 1.7397143397153063, 4.14808386176806, 2.7802717537961286, 2.631826265968161, 1.4556152243912415, 0.5665603213686528, 0.36244999599244293, 0.46994642468957026, 0.21249926125280638, 0.5179988529689787, 0.5052211155957059, 0.40974341102973033, 0.3773057533862076, 0.4400000005613567, 0.628879066088029, 0.2236763301096515, 0.4782027387574128, 1617.6765395692196, 99.00408018501344, 2085.635964276401, 117.87613066516832, 1437.906974189454, 34.63315418888838, 0.15145902180639836]",fearful
"[-0.5882870223972008, 4.079529025656684, 2.3469282949308576, 0.6581502123850926, 3.4047667411973905, -0.11390217341295594, 3.0794276434392693, 0.1542461843768912, 3.922544168635662, 1.151285332739249, 2.098011965941381, 3.5878987758863246, 1.4549157763155283, 0.3942036000331698, 0.24861694987551464, 0.46308756035961557, 0.5764913805550772, 0.6792208867909961, 0.40911681466664396, 0.4788204140797187, 0.2219374327092511, 0.5502734326305588, 0.47762285047241065, 0.3516066555048767, 0.523718080028901, 1749.1047846709316, 77.09874084927218, 2302.6004776282475, 70.2484125127261, 1644.3249528799897, 37.760407522926265, 0.04749726050884069]",fearful
"[1.1806204231833313, 4.5190000750322445, 1.7664492769605846, 0.30400843126566235, 1.788640000128404, 2.9359152586390262, 0.6380550326712289, 0.696637781931313, 7.222592668199169, 1.2788691923722262, 2.3539152624539863, 2.2655259984014284, 2.157286384459116, 0.4621346739969103, 0.494814295047205, 0.3694045568468408, 0.2763521713407651, 0.5274440227848903, 0.39046589088033173, 0.5730321814857169, 0.17544141024348373, 0.41954032212833203, 0.5918606333876208, 0.3646735864561842, 0.3774506576665364, 1859.1023383180677, 72.06020905575213, 2066.37842038418, 124.66386793564477, 1314.5158531147254, 129.15426200802239, 0.12305390161482177]",fearful
"[3.501256464206604, 4.617142013780233, 2.4712883335930664, 1.451592363294199, 1.7947513907708852, 3.003566082209218, 0.881576583254196, 1.999477966826649, 1.9677667162571306, 7.249112459658027, -2.5476298798678334, 2.6407605571887336, 6.451387585629542, 0.4121844464132454, 0.4753417473421093, 0.4099826315099768, 0.33326666187835197, 0.1758084065491087, 0.4205455687036303, 0.3224393395397609, 0.3199664593834696, 0.3501012744020888, 0.5744861406623494, 0.6404837542253974, 0.4217207937528401, 1707.0465552176545, 41.13867912743948, 2300.5620484638207, 283.7179200048858, 1390.5319225949686, -15.159841630128966, 0.1335024835907762]",fearful
"[4.9707994229000985, -0.17169128077169482, 3.3529683673259054, 3.9024520322721976, 2.853785395982123, 1.4184581618292926, 5.031874447127112, 2.193240508062635, 0.029627674600135823, -1.0989489713393619, 5.521699039998619, 4.233327952942236, 3.175947094258338, 0.35597253631491965, 0.34710015857968735, 0.2924263351558389, 0.35685443554401153, 0.18799127848798258, 0.3263936346531486, 0.3689062483648906, 0.4609880047190419, 0.39600735366266365, 0.47949231138755594, 0.534913510511343, 0.5058170093824101, 1894.1019694757113, 100.5931339590392, 1865.7635974759323, 205.4958038534487, 1775.949476444306, 93.68424158601673, 0.19586295742130616]",fearful
"[-0.05114341612216755, 0.6916732304409172, 4.710403015496525, 3.5285804203065023, 5.627564353143615, 2.9690567185465206, 1.2640491549433361, 2.5728135155899152, -0.06536794184746819, 0.7428186538059309, 4.94488799583602, 4.74557482893922, 3.7260085696121537, 0.22789224790395307, 0.3641596424487112, 0.277500011133995, 0.5176533253787765, 0.3416277866437399, 0.2914252289218451, 0.4029796165121425, 0.33598455431653884, 0.5483743910203707, 0.3265189102465809, 0.2600771740775369, 0.18470864842424844, 1793.842699517317, 71.90349430710368, 1731.328618046482, 239.1919845941839, 1573.4490294858483, 78.8712848425108, 0.16821631220854333]",fearful
"[4.325072066797226, 1.3542881969631353, 0.9215596720184678, 4.635963088907722, 3.792733912934702, 3.3394955359413236, 1.3070043942621854, 4.215895134011507, 1.4890022337321016, 2.796026690812644, 5.89388829277396, 1.6783315283797084, -0.14597851414572194, 0.294745280812989, 0.49942988266876237, 0.425473113738021, 0.38711226213112465, 0.34909061946884307, 0.448535990755319, 0.3150895149009777, 0.4305665568642596, 0.32687454311870434, 0.3102340614724946, 0.3362512565174989, 0.36245925535160384, 1790.2340328132593, 111.77278975555572, 1053.4904125714668, 89.42620816899264, 1361.6860045287922, 140.20248154433318, 0.045999869580893395]",fearful
"[3.325593236199825, 5.9900606194716755, 0.37406294010545427, 3.787950451728805, 1.3954563321309592, 1.990732515421531, 1.393778332093371, 1.5362853831682282, 8.443824295812986, 4.688911744143331, 5.203475723572418, 3.9839869736729923, -0.21251357680391614, 0.43949579703233077, 0.5072929614507347, 0.31466005259608887, 0.4965326667161127, 0.4704336209854079, 0.585204004481367, 0.35822169874863813, 0.29023890177242734, 0.3638371890627455, 0.5435570993163623, 0.2171594119158037, 0.1931624284568968, 1817.8790557863226, 77.87053536129218, 2162.3183679527056, 220.8983828426899, 1329.4861307762294, 5.079766762775179, 0.20222407785999721]",fearful
"[1.0055434251224478, 0.8819257559758049, 5.207440027445193, 2.231021757916964, 2.8732202959303783, 3.965580248120636, 5.167166206219991, 2.333078613636456, 6.0399040118285985, -1.271599697469611, 4.519574473906154, 1.3209448839646853, 5.744542633215983, 0.41420444788305455, 0.3327094667990599, 0.4662841093021633, 0.4893188347207252, 0.46418941228586386, 0.29703037603669397, 0.35159828763779155, 0.39959271628785653, 0.395874034734994, 0.4749745475438348, 0.19850987674933918, 0.43343270545535034, 1742.003729112672, 58.07496918080239, 1937.25396666912, 133.90967516115273, 719.7829791080965, 51.948417168338, 0.05620925876768534]",fearful
"[4.065566418645249, 1.388946634978959, 2.56977239965902, 6.084553255322604, 4.988703039630847, 4.804542799886905, 2.0002551391782966, 4.086064558579305, 2.5322043990928123, 2.607813578646124, 3.8193706874930995, 1.8060128231581352, 5.9860062088864066, 0.3839869860402063, 0.4618360566259665, 0.5455600479257299, 0.5031653774575175, 0.25910808973094757, 0.44448958950098844, 0.48507193944606475, 0.4891863022160749, 0.28867051658853693, 0.33429647629826764, 0.4994558235741622, 0.32382396293173543, 1740.060788667137, 178.79379047509846, 2145.660224884563, 95.49193966246177, 1264.476528627419, 93.30877318340752, 0.03334259957613955]",fearful
"[2.505328072207164, 3.6664610699800435, 5.598299641095335, 4.335096160739991, 1.5718697640356425, 5.35683863512744, 2.400969924905045, 0.5285939559011821, 2.655917281469055, 5.876338402291404, 3.3304801001298503, 3.025043728659573, 6.274423289405707, 0.25686451529455734, 0.2714400885947228, 0.2384153529033168, 0.43726481864800554, 0.41664931271151245, 0.5542736367279777, 0.424347507713677, 0.35958428405206977, 0.4001794872878107, 0.41177074184609586, 0.2328238726671833, 0.6710331644334893, 1903.9742036203822, 110.50041540112946, 2344.549195283574, 203.2058235439954, 1411.8893028995137, 54.75035455037198, 0.12997253431608521]",fearful
"[3.771421681062905, 1.3802198018211838, 5.838071222734528, 3.5867040726459667, 4.459638724535261, 5.7838417753598375, 3.0437776423296694, 3.633904013968231, 4.620054477012233, 1.5502778323998956, 3.108103325692002, 3.2510971733022966, 1.087882896633211, 0.6317636788673879, 0.2592706556507598, 0.27018960963128424, 0.531422657570358, 0.4713266250796543, 0.29740351825192224, 0.4607289015101693, 0.546785044499731, 0.39697369424030143, 0.6598822900074582, 0.22759381891319647, 0.4693823453859102, 2033.3056672442008, 144.56719508026234, 2098.6932820063057, 128.2168888491638, 1528.8290342174514, 112.63017946608278, 0.13012367181411816]",fearful
"[5.080115781586779, 0.9622600858665296, 2.5444580417527307, 1.1199681357524918, 2.227774447827717, 5.030441783628611, 3.2159678414504578, 8.213718326299539, 3.386812734379434, 3.1193837611594724, 3.2123658388804324, 1.7243826142801282, 2.8843267752448125, 0.5127788027111646, 0.41139706681277727, 0.3206540270116529, 0.3074915379521365, 0.3549798108334157, 0.40738634344108804, 0.5193586535476262, 0.26595113586335634, 0.3680173722111244, 0.4144310019435079, 0.21662942323705656, 0.3166401717033594, 1664.0222920527626, 60.201481307475085, 2217.5668635064944, 137.9580292873652, 1328.9427794797928, 97.1185050621054, 0.1861537358823125]",fearful
"[6.278513033483504, -0.8455435441246726, 4.154144367670279, 2.6439534198723234, 3.3103106857307125, 2.203433932914903, 3.2351772597744044, 3.3028147921440376, 1.8420964853021538, 1.2072649043496384, 2.1026086347610313, 3.468518528913531, 4.197992683368528, 0.48533489773401467, 0.35058099769330875, 0.4283844567302737, 0.4962502591953299, 0.5165594895144129, 0.3941167145868478, 0.37790682750603877, 0.41911242338363924, 0.2850292527102595, 0.38063904889644923, 0.474458639847313, 0.46419471294437015, 1745.9464791272221, 110.88591005435833, 1912.6048979127938, 202.76191111687686, 1424.4357127727053, 68.96194193215447, 0.08191380819533067]",fearful
"[2.8742122662002836, 2.1042447101360833, 4.316286072005127, 2.2094329039676386, 6.185928192054762, 5.930421006962762, 1.2169130202909906, 3.1394085388585604, 1.69868675732761, 2.346704873622777, 7.004854935289594, 2.3848571657684015, 3.7204520741548572, 0.45413212940082787, 0.299937062751676, 0.31449045255907954, 0.27939776285918816, 0.31140292661022234, 0.11499698906828176, 0.45445824007936286, 0.605419384125607, 0.41478207390365274, 0.25837311406593927, 0.33572236171000525, 0.35411231549750033, 1596.4830445573248, 143.00913191975783, 2403.0780133126, 63.341115463675536, 1585.0162088895015, 141.0725065430906, 0.195127910261478]",fearful
"[8.730424046171926, 1.196014701113605, 8.648440852790406, 2.2915872229824235, 1.8150690892389714, 3.6541447497556905, 1.8358773318139752, 3.7980882812930523, 0.3598456245253967, 2.5224947958731314, 5.571164468723358, 2.885877417137688, 3.2831915734797654, 0.44752586047173115, 0.5170661629317661, 0.2344775287810567, 0.4584524051837435, 0.3731860860758237, 0.4166637895311839, 0.5059950169762377, 0.2805813348588156, 0.29873555585569106, 0.20645700402861938, 0.34508410582362237, 0.5330432344378817, 1775.882562305306, 32.99375521726071, 2014.2963766274859, 38.41037223820328, 1214.9627796537677, 95.55275641054854, 0.04130633368469856]",fearful
"[5.225268610406603, 2.8577594183393282, 3.171189407889051, 2.443254064784212, 4.545695677087446, 4.566319775554021, 3.6701087038243427, 4.129578211815296, 2.575820660159149, 4.084406013818097, 2.3242444490523866, 3.004463244324804, 2.450712501267405, 0.35427814606808045, 0.331088820227821, 0.44676901038588857, 0.5310605912813464, 0.5171101971669559, 0.2743434664054565, 0.5289203051406873, 0.36818414983820713, 0.46007330151455916, 0.3093784667952789, 0.41419799138740054, 0.43137231828969075, 1503.0790416160694, 130.41335831720946, 2563.7805023514948, 136.9014040738779, 1712.0336261656025, 72.4122602619037, 0.14247922655233086]",fearful
"[-1.4371399319021991, 7.837555558626927, 5.990916490485914, 2.430748991492642, -0.944178053287636, 3.5760567366109783, 0.11214890585248627, 3.889707075114976, 3.8231314383285637, 1.1171936619959504, 5.241934047228755, 4.6111494056123465, 4.951646674577127, 0.40088577036688955, 0.2584475933086293, 0.4977872272211138, 0.3729628600864209, 0.2610219856807331, 0.5352039365974326, 0.609940752050251, 0.3958751871020797, 0.6159121154603292, 0.409131472861135, 0.3619544095833649, 0.3369541545814523, 2127.4164815985487, 60.99280593061141, 2380.5807929924963, 108.06271237055938, 1347.9386474851274, 121.20998775878267, 0.08099815768553233]",fearful
"[2.1904092411594136, 5.265609394349614, 6.194794586443246, 4.289379606568467, 1.6904604487521016, 1.978783001404841, 3.159830527480075, 3.6418601238513153, 1.0242681797204563, 4.446075879159728, 3.1710266592791982, -0.4314166372762589, 1.1421470350785392, 0.34958713263483365, 0.39271423111589454, 0.5889278795503996, 0.42381713061396287, 0.3159228110101375, 0.42206308043071633, 0.36479122525461194, 0.4324758239533542, 0.4580567687035615, 0.5209230647223938, 0.39757135043299746, 0.5638960527599833, 1981.6045325072382, 64.6280227593906, 2822.9566997245392, 174.52458849525732, 1272.9750992055529, 146.11652204921688, 0.20388887925992225]",fearful
